type,description,severity,location.type,location.coordinates,reportedAt,verified
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.331925, 28.421745]",07-06-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.283976, 28.42662]",13-12-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.223136, 28.578967]",26-02-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.231415, 28.607562]",26-08-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.068912, 28.440154]",08-05-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.384588, 28.553853]",22-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.055502, 28.442884]",21-09-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.011186, 28.451375]",17-04-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.342023, 28.381335]",15-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.403133, 28.554401]",08-08-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.417814, 28.545832]",20-05-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.036271, 28.500857]",08-11-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.038995, 28.433977]",02-06-2023 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.177803, 28.620763]",09-10-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.013155, 28.4273]",03-12-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.487492, 28.622038]",22-04-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.178519, 28.650696]",20-09-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.250108, 28.579673]",23-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.405678, 28.706559]",21-06-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.301291, 28.409391]",15-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.243504, 28.599918]",09-03-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.391638, 28.512729]",28-03-2025 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.253022, 28.615325]",13-11-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.482276, 28.664191]",28-10-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.247313, 28.640877]",08-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.333938, 28.443396]",22-02-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.463752, 28.650998]",20-09-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.064153, 28.41138]",10-01-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.373605, 28.566917]",09-12-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.255263, 28.637561]",04-03-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.05528, 28.425727]",29-01-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.364663, 28.488292]",25-09-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.487003, 28.701185]",12-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.194772, 28.578881]",02-08-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.41451, 28.620703]",02-11-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.295551, 28.364982]",05-11-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.389886, 28.501151]",15-02-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.452385, 28.703895]",29-07-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.18366, 28.619128]",26-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.00602, 28.410276]",13-04-2025 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.458543, 28.683055]",23-08-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.046239, 28.454833]",25-10-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.417563, 28.685734]",11-05-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.068484, 28.453345]",29-09-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.066682, 28.488392]",19-06-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.06038, 28.446204]",01-01-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.207555, 28.617374]",11-08-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.293793, 28.413055]",13-12-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.374062, 28.513875]",05-03-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.40639, 28.544874]",31-12-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.315672, 28.457549]",11-06-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.363907, 28.407643]",08-08-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.306714, 28.405603]",03-02-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.294139, 28.425116]",29-04-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.284991, 28.442204]",05-09-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.351318, 28.423033]",19-05-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.042357, 28.443756]",24-08-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.499063, 28.625159]",02-03-2025 13:24,TRUE
theft,Reported theft case,3,Point,"[77.416372, 28.681961]",09-03-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.210682, 28.616852]",07-03-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[77.422654, 28.504319]",03-03-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.479135, 28.657974]",16-09-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.343989, 28.422236]",07-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.185232, 28.658997]",25-03-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.469335, 28.63468]",16-03-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.241321, 28.626588]",10-07-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.44994, 28.712966]",11-02-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.426551, 28.714983]",21-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.344151, 28.450275]",11-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.494088, 28.626421]",16-02-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.033824, 28.457357]",15-12-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.223108, 28.628437]",19-02-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.212395, 28.660004]",01-02-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.36375, 28.36454]",17-03-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.24824, 28.609541]",04-11-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.037974, 28.48808]",22-12-2022 13:24,TRUE
theft,Reported theft case,2,Point,"[77.404782, 28.505006]",25-08-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[76.996477, 28.435102]",30-09-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.246843, 28.617139]",03-02-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.320687, 28.399813]",11-07-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.207224, 28.621079]",23-02-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.179932, 28.643725]",04-12-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.226611, 28.599337]",31-10-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.028967, 28.464593]",10-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.42095, 28.704783]",28-06-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.409454, 28.497289]",16-10-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.200629, 28.575152]",01-04-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.02619, 28.477644]",19-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.20972, 28.575651]",19-04-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.060891, 28.409819]",31-07-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.481213, 28.630227]",02-11-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.17115, 28.648122]",09-04-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.216109, 28.566543]",18-08-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.282704, 28.452076]",11-04-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.495121, 28.661864]",12-02-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.327038, 28.457998]",08-02-2025 13:24,FALSE
theft,Reported theft case,4,Point,"[77.278073, 28.373846]",20-04-2025 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.161428, 28.57008]",22-11-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.444185, 28.66143]",11-01-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.246363, 28.598402]",25-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.25558, 28.580232]",15-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.19336, 28.638351]",04-06-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.430922, 28.694079]",10-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.439827, 28.54415]",03-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.055806, 28.476103]",13-01-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.041468, 28.4303]",14-07-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.499981, 28.70187]",21-01-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.368282, 28.52228]",19-11-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.447935, 28.706553]",03-05-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.417093, 28.498879]",11-04-2025 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.402256, 28.518145]",17-03-2025 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.436711, 28.707619]",15-10-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.182622, 28.567569]",01-09-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.397632, 28.486229]",18-09-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.330702, 28.407215]",11-12-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.446018, 28.634902]",12-03-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.431975, 28.716929]",18-09-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.342192, 28.531868]",16-02-2025 13:24,TRUE
theft,Reported theft case,3,Point,"[77.356959, 28.566702]",15-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.301844, 28.45751]",16-03-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.070572, 28.42547]",18-10-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.075198, 28.476983]",05-10-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.493612, 28.6619]",05-05-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.0132, 28.508337]",28-03-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.317277, 28.406839]",27-03-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.273341, 28.39628]",01-04-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.019217, 28.466728]",28-02-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.436545, 28.573061]",03-12-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.285144, 28.444136]",15-03-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[76.977321, 28.448893]",01-06-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.407156, 28.690337]",19-12-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.30769, 28.429137]",23-10-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.342146, 28.57741]",24-04-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.017039, 28.42688]",13-10-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.365358, 28.572921]",20-06-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.427718, 28.688391]",21-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.221465, 28.602415]",22-03-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[76.976712, 28.409697]",14-02-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.046233, 28.41697]",20-05-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.336441, 28.428584]",13-06-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.027917, 28.414942]",14-11-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.243634, 28.619913]",11-07-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.075398, 28.482095]",25-12-2022 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.254277, 28.602117]",25-06-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.36205, 28.382393]",01-03-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.359992, 28.579953]",11-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.251551, 28.649707]",10-09-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.401889, 28.565151]",19-01-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.289854, 28.411562]",28-02-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.06372, 28.456626]",19-12-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.33825, 28.396962]",08-04-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.425067, 28.564517]",02-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.393852, 28.504271]",26-04-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.467239, 28.668215]",11-12-2022 13:24,FALSE
theft,Reported theft case,3,Point,"[77.27524, 28.45286]",16-06-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.027154, 28.419839]",07-06-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[76.979331, 28.508965]",12-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.375318, 28.564117]",29-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.47102, 28.657456]",23-11-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.374514, 28.560499]",12-08-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.275007, 28.38996]",20-01-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.015844, 28.506975]",21-09-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.415555, 28.688872]",21-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.178806, 28.574706]",15-03-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.348021, 28.39697]",01-05-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.359563, 28.515402]",22-12-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.358252, 28.537057]",03-12-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.430486, 28.636087]",05-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.4819, 28.686951]",07-11-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.028221, 28.420651]",28-08-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.36136, 28.552331]",16-03-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.47009, 28.717247]",15-05-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.008794, 28.441479]",09-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.297783, 28.411577]",21-08-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.489268, 28.699844]",11-01-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.038337, 28.422924]",28-04-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.358043, 28.542953]",21-03-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.380599, 28.55116]",08-12-2022 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.411375, 28.547765]",01-01-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.365016, 28.411302]",03-09-2024 13:24,TRUE
